,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-07-07 09:27:48,2023-07-08 00:00:00,2023-07-09 00:00:00,2023,DA,Last,32.08
1,2023-07-07 09:27:41,2023-07-08 00:00:00,2023-07-10 00:00:00,2023,WE,Last,31.53
