,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-11-24 10:27:34,2023-11-25 00:00:00,2023-11-26 00:00:00,2023,DA,Last,43.8
1,2023-11-24 10:25:38,2023-11-25 00:00:00,2023-11-27 00:00:00,2023,WE,Last,43.65
