,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-11-23 10:27:44,2023-11-24 00:00:00,2023-11-25 00:00:00,2023,DA,Last,40.4
1,2023-11-23 10:21:30,2023-11-25 00:00:00,2023-11-27 00:00:00,2023,WE,Last,41.2
