,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2024-12-13 10:27:39,2024-12-14 00:00:00,2024-12-15 00:00:00,2024,DA,Last,42.65
1,2024-12-13 10:27:41,2024-12-14 00:00:00,2024-12-16 00:00:00,2024,WE,Last,42.65
