,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-07-13 09:27:47,2023-07-14 00:00:00,2023-07-15 00:00:00,2023,DA,Last,26.0
1,2023-07-13 09:27:40,2023-07-15 00:00:00,2023-07-17 00:00:00,2023,WE,Last,25.28
