,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2022-11-24 10:27:49,2022-11-25 00:00:00,2022-11-26 00:00:00,2022,DA,Last,104.0
1,2022-11-24 10:26:13,2022-11-26 00:00:00,2022-11-28 00:00:00,2022,WE,Last,102.5
