,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2024-11-08 10:27:48,2024-11-09 00:00:00,2024-11-10 00:00:00,2024,DA,Last,41.6
1,2024-11-08 10:27:46,2024-11-09 00:00:00,2024-11-11 00:00:00,2024,WE,Last,41.55
