,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2024-08-09 09:27:47,2024-08-10 00:00:00,2024-08-11 00:00:00,2024,DA,Last,39.38
1,2024-08-09 09:27:31,2024-08-10 00:00:00,2024-08-12 00:00:00,2024,WE,Last,39.35
