,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-08-18 09:27:48,2023-08-19 00:00:00,2023-08-20 00:00:00,2023,DA,Last,33.43
1,2023-08-18 09:27:58,2023-08-19 00:00:00,2023-08-21 00:00:00,2023,WE,Last,32.83
