,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2024-11-01 10:27:50,2024-11-02 00:00:00,2024-11-03 00:00:00,2024,DA,Last,38.38
1,2024-11-01 10:27:50,2024-11-02 00:00:00,2024-11-04 00:00:00,2024,WE,Last,38.25
