,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-11-17 10:27:54,2023-11-18 00:00:00,2023-11-19 00:00:00,2023,DA,Last,37.45
1,2023-11-17 10:27:55,2023-11-18 00:00:00,2023-11-20 00:00:00,2023,WE,Last,36.55
