,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-08-24 09:27:42,2023-08-25 00:00:00,2023-08-26 00:00:00,2023,DA,Last,32.5
1,2023-08-24 09:18:03,2023-08-26 00:00:00,2023-08-28 00:00:00,2023,WE,Last,32.45
