,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-11-10 10:27:19,2023-11-11 00:00:00,2023-11-12 00:00:00,2023,DA,Last,34.5
1,2023-11-10 10:25:06,2023-11-11 00:00:00,2023-11-13 00:00:00,2023,WE,Last,34.5
