,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2023-08-04 09:27:38,2023-08-05 00:00:00,2023-08-06 00:00:00,2023,DA,Last,28.3
1,2023-08-04 09:27:40,2023-08-05 00:00:00,2023-08-07 00:00:00,2023,WE,Last,28.1
