,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2024-02-02 10:27:37,2024-02-03 00:00:00,2024-02-04 00:00:00,2024,DA,Last,27.5
1,2024-02-02 10:27:40,2024-02-03 00:00:00,2024-02-05 00:00:00,2024,WE,Last,27.3
