,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2022-07-22 09:24:53,2022-07-23 00:00:00,2022-07-24 00:00:00,2022,DA,Last,128.0
1,2022-07-22 09:27:34,2022-07-23 00:00:00,2022-07-25 00:00:00,2022,WE,Last,127.0
