,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2022-08-19 09:27:33,2022-08-20 00:00:00,2022-08-21 00:00:00,2022,DA,Last,168.5
1,2022-08-19 09:27:48,2022-08-20 00:00:00,2022-08-22 00:00:00,2022,WE,Last,168.0
