,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2024-01-26 10:27:53,2024-01-27 00:00:00,2024-01-28 00:00:00,2024,DA,Last,25.98
1,2024-01-26 10:27:49,2024-01-27 00:00:00,2024-01-29 00:00:00,2024,WE,Last,25.9
