,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2022-12-02 10:27:45,2022-12-03 00:00:00,2022-12-04 00:00:00,2022,DA,Last,121.0
1,2022-12-02 10:27:39,2022-12-03 00:00:00,2022-12-05 00:00:00,2022,WE,Last,120.0
