,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2022-11-04 10:27:41,2022-11-05 00:00:00,2022-11-06 00:00:00,2022,DA,Last,47.0
1,2022-11-04 10:27:46,2022-11-05 00:00:00,2022-11-07 00:00:00,2022,WE,Last,46.0
