,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2022-07-14 09:27:05,2022-07-15 00:00:00,2022-07-16 00:00:00,2022,DA,Last,139.5
1,2022-07-14 09:15:28,2022-07-16 00:00:00,2022-07-18 00:00:00,2022,WE,Last,137.0
