,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2024-12-20 10:27:50,2024-12-21 00:00:00,2024-12-22 00:00:00,2024,DA,Last,43.18
1,2024-12-20 10:27:36,2024-12-21 00:00:00,2024-12-23 00:00:00,2024,WE,Last,43.15
