,trading_date,delivery_start,delivery_end,application_year,tenor,price_type,price
0,2022-10-02 08:07:30,2022-10-03 00:00:00,2022-10-04 00:00:00,2022,DA,Last,70.0
1,2022-10-02 08:07:30,2022-10-08 00:00:00,2022-10-10 00:00:00,2022,WE,Last,70.0
