,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2025-01-02,2025-01-01,2025-01-02,Day,22.59
1,2025-01-02,2025-01-02,2025-01-03,Day,107.69
2,2025-01-02,2025-01-03,2025-01-04,Day,115.69
3,2025-01-02,2025-01-04,2025-01-05,Day,116.16
4,2025-01-02,2025-01-05,2025-01-06,Day,38.10
5,2025-01-02,2025-01-06,2025-01-07,Day,52.75
6,2025-01-02,2025-01-07,2025-01-08,Day,50.78
7,2025-01-02,2025-01-08,2025-01-09,Day,108.81
8,2025-01-02,2025-01-09,2025-01-10,Day,108.81
9,2025-01-02,2025-01-10,2025-01-11,Day,160.08
10,2025-01-02,2025-01-11,2025-01-12,Day,85.84
11,2025-01-02,2025-01-12,2025-01-13,Day,79.20
12,2025-01-02,2025-01-01,2025-02-01,Month,102.26
13,2025-01-02,2025-02-01,2025-03-01,Month,103.68
14,2025-01-02,2025-03-01,2025-04-01,Month,83.84
15,2025-01-02,2025-04-01,2025-05-01,Month,66.76
16,2025-01-02,2025-05-01,2025-06-01,Month,46.76
17,2025-01-02,2025-06-01,2025-07-01,Month,55.33
18,2025-01-02,2025-07-01,2025-08-01,Month,68.79
19,2025-01-02,2025-04-01,2025-07-01,Quarter,56.18
20,2025-01-02,2025-07-01,2025-10-01,Quarter,70.10
21,2025-01-02,2025-10-01,2026-01-01,Quarter,93.85
22,2025-01-02,2026-01-01,2026-04-01,Quarter,94.41
23,2025-01-02,2026-04-01,2026-07-01,Quarter,51.88
24,2025-01-02,2026-07-01,2026-10-01,Quarter,58.33
25,2025-01-02,2026-10-01,2027-01-01,Quarter,83.31
26,2025-01-02,2027-01-01,2027-04-01,Quarter,94.89
27,2025-01-02,2027-04-01,2027-07-01,Quarter,44.69
28,2025-01-02,2024-12-30,2025-01-06,Week,87.94
29,2025-01-02,2025-01-06,2025-01-13,Week,92.32
30,2025-01-02,2025-01-13,2025-01-20,Week,115.98
31,2025-01-02,2025-01-20,2025-01-27,Week,107.00
32,2025-01-02,2025-01-27,2025-02-03,Week,105.66
33,2025-01-02,2025-01-04,2025-01-06,Weekend,77.13
34,2025-01-02,2025-01-11,2025-01-13,Weekend,82.52
35,2025-01-02,2026-01-01,2027-01-01,Year,71.91
36,2025-01-02,2027-01-01,2028-01-01,Year,68.49
37,2025-01-02,2028-01-01,2029-01-01,Year,67.88
38,2025-01-02,2029-01-01,2030-01-01,Year,68.19
39,2025-01-02,2030-01-01,2031-01-01,Year,68.91
40,2025-01-02,2031-01-01,2032-01-01,Year,69.71
41,2025-01-02,2032-01-01,2033-01-01,Year,69.71
42,2025-01-02,2033-01-01,2034-01-01,Year,70.43
43,2025-01-02,2034-01-01,2035-01-01,Year,71.05
44,2025-01-02,2035-01-01,2036-01-01,Year,71.67
