,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-07-01,2016-07-01,2016-07-01,Day,31.96
1,2016-07-01,2016-07-02,2016-07-02,Day,21.51
2,2016-07-01,2016-07-03,2016-07-03,Day,15.01
3,2016-07-01,2016-07-01,2016-07-29,Month,33.33
4,2016-07-01,2016-08-01,2016-08-31,Month,32.75
5,2016-07-01,2016-09-01,2016-09-30,Month,37.63
6,2016-07-01,2016-10-03,2016-10-31,Month,44.3
7,2016-07-01,2016-10-03,2016-12-30,Quarter,46.0
8,2016-07-01,2017-01-02,2017-03-31,Quarter,50.5
9,2016-07-01,2017-04-03,2017-06-30,Quarter,36.63
10,2016-07-01,2017-07-03,2017-09-29,Quarter,36.12
11,2016-07-01,2017-10-02,2017-12-29,Quarter,51.75
12,2016-07-01,2016-07-04,2016-07-08,Week,33.6
13,2016-07-01,2016-07-11,2016-07-15,Week,29.5
14,2016-07-01,2016-07-18,2016-07-22,Week,35.0
15,2016-07-01,2016-07-25,2016-07-29,Week,35.5
16,2016-07-01,2016-07-02,2016-07-03,Weekend,18.26
17,2016-07-01,2016-07-09,2016-07-10,Weekend,0.01
18,2016-07-01,2017-01-02,2017-12-30,Year,43.75
19,2016-07-01,2018-01-01,2019-01-01,Year,44.75
20,2016-07-01,2019-01-01,2019-12-31,Year,46.12
