,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2022-10-26,2022-10-26,2022-10-26,Day,122.64
1,2022-10-26,2022-10-27,2022-10-27,Day,134.33
2,2022-10-26,2022-10-28,2022-10-28,Day,128.00
3,2022-10-26,2022-10-29,2022-10-29,Day,102.90
4,2022-10-26,2022-10-30,2022-10-30,Day,85.50
5,2022-10-26,2022-10-31,2022-10-31,Day,133.60
6,2022-10-26,2022-11-01,2022-11-01,Day,168.67
7,2022-10-26,2022-10-03,2022-10-31,Month,217.26
8,2022-10-26,2022-11-01,2022-11-30,Month,656.14
9,2022-10-26,2022-12-01,2022-12-30,Month,1260.00
10,2022-10-26,2023-01-02,2023-01-31,Month,2250.00
11,2022-10-26,2023-02-01,2023-02-28,Month,2236.39
12,2022-10-26,2023-03-01,2023-03-31,Month,943.95
13,2022-10-26,2023-01-02,2023-03-31,Quarter,1783.67
14,2022-10-26,2023-04-03,2023-06-30,Quarter,389.24
15,2022-10-26,2023-07-03,2023-09-29,Quarter,390.80
16,2022-10-26,2023-10-02,2023-12-29,Quarter,925.61
17,2022-10-26,2024-01-01,2024-03-29,Quarter,746.39
18,2022-10-26,2024-10-01,2024-12-31,Quarter,402.75
19,2022-10-26,2022-10-24,2022-10-28,Week,123.04
20,2022-10-26,2022-10-31,2022-11-04,Week,167.00
21,2022-10-26,2022-11-07,2022-11-11,Week,267.10
22,2022-10-26,2022-11-14,2022-11-18,Week,686.00
23,2022-10-26,2022-11-21,2022-11-25,Week,992.00
24,2022-10-26,2023-01-02,2023-12-29,Year,872.33
25,2022-10-26,2024-01-01,2024-12-31,Year,394.00
26,2022-10-26,2025-01-01,2025-12-31,Year,284.15
27,2022-10-26,2026-01-01,2026-12-31,Year,270.00
