,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-08-27,2024-08-27,2024-08-28,Day,69.52
1,2024-08-27,2024-08-28,2024-08-29,Day,89.40
2,2024-08-27,2024-08-29,2024-08-30,Day,95.05
3,2024-08-27,2024-08-30,2024-08-31,Day,94.25
4,2024-08-27,2024-08-31,2024-09-01,Day,68.07
5,2024-08-27,2024-09-01,2024-09-02,Day,62.75
6,2024-08-27,2024-09-02,2024-09-03,Day,89.73
7,2024-08-27,2024-09-03,2024-09-04,Day,89.73
8,2024-08-27,2024-09-04,2024-09-05,Day,89.73
9,2024-08-27,2024-09-05,2024-09-06,Day,89.73
10,2024-08-27,2024-09-06,2024-09-07,Day,89.73
11,2024-08-27,2024-09-07,2024-09-08,Day,55.58
12,2024-08-27,2024-09-08,2024-09-09,Day,52.08
13,2024-08-27,2024-08-01,2024-09-01,Month,54.38
14,2024-08-27,2024-09-01,2024-10-01,Month,72.93
15,2024-08-27,2024-10-01,2024-11-01,Month,77.64
16,2024-08-27,2024-11-01,2024-12-01,Month,100.04
17,2024-08-27,2024-12-01,2025-01-01,Month,102.79
18,2024-08-27,2025-01-01,2025-02-01,Month,115.74
19,2024-08-27,2025-02-01,2025-03-01,Month,116.85
20,2024-08-27,2025-03-01,2025-04-01,Month,88.96
21,2024-08-27,2024-10-01,2025-01-01,Quarter,93.41
22,2024-08-27,2025-01-01,2025-04-01,Quarter,106.87
23,2024-08-27,2025-04-01,2025-07-01,Quarter,65.31
24,2024-08-27,2025-07-01,2025-10-01,Quarter,74.04
25,2024-08-27,2025-10-01,2026-01-01,Quarter,92.33
26,2024-08-27,2026-01-01,2026-04-01,Quarter,101.44
27,2024-08-27,2026-04-01,2026-07-01,Quarter,46.14
28,2024-08-27,2026-07-01,2026-10-01,Quarter,49.36
29,2024-08-27,2026-10-01,2027-01-01,Quarter,83.98
30,2024-08-27,2027-01-01,2027-04-01,Quarter,94.00
31,2024-08-27,2024-08-26,2024-09-02,Week,78.31
32,2024-08-27,2024-09-02,2024-09-09,Week,79.47
33,2024-08-27,2024-09-09,2024-09-16,Week,72.76
34,2024-08-27,2024-09-16,2024-09-23,Week,70.00
35,2024-08-27,2024-09-23,2024-09-30,Week,71.00
36,2024-08-27,2024-08-31,2024-09-02,Weekend,65.41
37,2024-08-27,2024-09-07,2024-09-09,Weekend,53.83
38,2024-08-27,2025-01-01,2026-01-01,Year,84.57
39,2024-08-27,2026-01-01,2027-01-01,Year,70.12
40,2024-08-27,2027-01-01,2028-01-01,Year,65.91
41,2024-08-27,2028-01-01,2029-01-01,Year,65.61
42,2024-08-27,2029-01-01,2030-01-01,Year,66.79
