,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-02-08,2024-02-08,2024-02-09,Day,46.00
1,2024-02-08,2024-02-09,2024-02-10,Day,61.11
2,2024-02-08,2024-02-10,2024-02-11,Day,61.35
3,2024-02-08,2024-02-11,2024-02-12,Day,43.29
4,2024-02-08,2024-02-12,2024-02-13,Day,78.21
5,2024-02-08,2024-02-13,2024-02-14,Day,79.00
6,2024-02-08,2024-02-14,2024-02-15,Day,79.79
7,2024-02-08,2024-02-01,2024-03-01,Month,74.69
8,2024-02-08,2024-03-01,2024-04-01,Month,69.19
9,2024-02-08,2024-04-01,2024-05-01,Month,62.75
10,2024-02-08,2024-05-01,2024-06-01,Month,51.38
11,2024-02-08,2024-07-01,2024-08-01,Month,70.79
12,2024-02-08,2024-09-02,2024-10-01,Month,79.92
13,2024-02-08,2024-04-01,2024-07-01,Quarter,60.54
14,2024-02-08,2024-07-01,2024-10-01,Quarter,71.81
15,2024-02-08,2024-10-01,2025-01-01,Quarter,106.22
16,2024-02-08,2025-01-01,2025-04-01,Quarter,111.85
17,2024-02-08,2025-04-01,2025-07-01,Quarter,68.81
18,2024-02-08,2025-07-01,2025-10-01,Quarter,75.06
19,2024-02-08,2025-10-01,2026-01-01,Quarter,105.14
20,2024-02-08,2026-01-01,2026-04-01,Quarter,104.24
21,2024-02-08,2024-02-05,2024-02-10,Week,62.01
22,2024-02-08,2024-02-12,2024-02-17,Week,79.00
23,2024-02-08,2024-02-19,2024-02-24,Week,81.07
24,2024-02-08,2024-02-26,2024-03-02,Week,75.00
25,2024-02-08,2024-03-04,2024-03-09,Week,74.30
26,2024-02-08,2025-01-01,2026-01-01,Year,90.13
27,2024-02-08,2026-01-01,2027-01-01,Year,85.31
28,2024-02-08,2027-01-01,2028-01-01,Year,85.91
29,2024-02-08,2028-01-03,2029-01-01,Year,83.80
