,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2022-06-17,2022-06-17,2022-06-17,Day,315.59
1,2022-06-17,2022-06-18,2022-06-18,Day,268.29
2,2022-06-17,2022-06-19,2022-06-19,Day,212.26
3,2022-06-17,2022-06-20,2022-06-20,Day,368.14
4,2022-06-17,2022-06-21,2022-06-21,Day,338.30
5,2022-06-17,2022-06-22,2022-06-22,Day,338.30
6,2022-06-17,2022-06-23,2022-06-23,Day,338.30
7,2022-06-17,2022-06-01,2022-06-30,Month,265.63
8,2022-06-17,2022-07-01,2022-07-29,Month,340.24
9,2022-06-17,2022-08-01,2022-08-31,Month,317.52
10,2022-06-17,2022-09-01,2022-09-30,Month,369.66
11,2022-06-17,2022-10-03,2022-10-31,Month,689.08
12,2022-06-17,2022-07-01,2022-09-30,Quarter,342.13
13,2022-06-17,2022-10-03,2022-12-30,Quarter,1072.99
14,2022-06-17,2023-01-02,2023-03-31,Quarter,1058.40
15,2022-06-17,2023-04-03,2023-06-30,Quarter,229.46
16,2022-06-17,2023-07-03,2023-09-29,Quarter,243.14
17,2022-06-17,2023-10-02,2023-12-29,Quarter,589.00
18,2022-06-17,2024-01-01,2024-03-29,Quarter,634.82
19,2022-06-17,2022-06-13,2022-06-17,Week,256.59
20,2022-06-17,2022-06-20,2022-06-24,Week,345.10
21,2022-06-17,2022-06-27,2022-07-01,Week,326.00
22,2022-06-17,2022-07-04,2022-07-08,Week,329.00
23,2022-06-17,2022-07-11,2022-07-15,Week,313.20
24,2022-06-17,2023-01-02,2023-12-29,Year,530.00
25,2022-06-17,2024-01-01,2024-12-31,Year,379.59
26,2022-06-17,2025-01-01,2025-12-31,Year,333.52
