,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-07-13,2015-07-01,2015-07-31,Month,46.94
1,2015-07-13,2015-08-03,2015-08-31,Month,37.06
2,2015-07-13,2015-09-01,2015-09-30,Month,45.94
3,2015-07-13,2015-10-01,2015-10-30,Month,52.68
4,2015-07-13,2015-10-01,2015-12-31,Quarter,56.35
5,2015-07-13,2016-01-01,2016-03-31,Quarter,56.76
6,2015-07-13,2016-04-01,2016-06-30,Quarter,40.16
7,2015-07-13,2016-07-01,2016-09-30,Quarter,41.65
8,2015-07-13,2015-07-06,2015-07-10,Week,47.29
9,2015-07-13,2015-07-13,2015-07-17,Week,47.53
10,2015-07-13,2015-07-20,2015-07-24,Week,47.5
11,2015-07-13,2015-07-27,2015-07-31,Week,41.25
12,2015-07-13,2015-08-03,2015-08-07,Week,36.25
13,2015-07-13,2015-08-10,2015-08-14,Week,34.13
14,2015-07-13,2016-01-01,2016-12-31,Year,49.03
15,2015-07-13,2017-01-02,2017-12-30,Year,49.14
16,2015-07-13,2018-01-01,2019-01-01,Year,49.16
