,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-09-16,2016-09-16,2016-09-16,Day,36.02
1,2016-09-16,2016-09-17,2016-09-17,Day,30.67
2,2016-09-16,2016-09-18,2016-09-18,Day,25.39
3,2016-09-16,2016-09-19,2016-09-19,Day,39.88
4,2016-09-16,2016-09-01,2016-09-30,Month,36.34
5,2016-09-16,2016-10-01,2016-10-31,Month,38.28
6,2016-09-16,2016-11-01,2016-11-30,Month,42.18
7,2016-09-16,2016-12-01,2016-12-31,Month,42.74
8,2016-09-16,2016-10-01,2016-12-31,Quarter,41.05
9,2016-09-16,2017-01-01,2017-03-31,Quarter,42.98
10,2016-09-16,2017-04-01,2017-06-30,Quarter,25.7
11,2016-09-16,2017-07-01,2017-09-30,Quarter,26.15
12,2016-09-16,2017-10-01,2017-12-31,Quarter,36.74
13,2016-09-16,2018-01-01,2018-03-31,Quarter,39.13
14,2016-09-16,2016-09-12,2016-09-18,Week,36.35
15,2016-09-16,2016-09-19,2016-09-25,Week,37.13
16,2016-09-16,2016-09-26,2016-10-02,Week,37.91
17,2016-09-16,2016-10-03,2016-10-09,Week,37.68
18,2016-09-16,2016-10-10,2016-10-16,Week,38.0
19,2016-09-16,2016-09-17,2016-09-18,Weekend,28.03
20,2016-09-16,2016-09-24,2016-09-25,Weekend,28.32
21,2016-09-16,2017-01-01,2018-01-01,Year,32.86
22,2016-09-16,2018-01-01,2019-01-01,Year,31.41
23,2016-09-16,2019-01-01,2019-12-31,Year,31.3
24,2016-09-16,2020-01-01,2020-12-31,Year,32.3
