,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2022-08-11,2022-08-11,2022-08-11,Day,378.29
1,2022-08-11,2022-08-12,2022-08-12,Day,441.96
2,2022-08-11,2022-08-13,2022-08-13,Day,376.79
3,2022-08-11,2022-08-14,2022-08-14,Day,294.77
4,2022-08-11,2022-08-15,2022-08-15,Day,384.91
5,2022-08-11,2022-08-16,2022-08-16,Day,498.96
6,2022-08-11,2022-08-17,2022-08-17,Day,498.96
7,2022-08-11,2022-08-01,2022-08-31,Month,480.86
8,2022-08-11,2022-09-01,2022-09-30,Month,751.66
9,2022-08-11,2022-10-03,2022-10-31,Month,760.00
10,2022-08-11,2022-11-01,2022-11-30,Month,2065.00
11,2022-08-11,2022-10-03,2022-12-30,Quarter,1675.00
12,2022-08-11,2023-01-02,2023-03-31,Quarter,1827.08
13,2022-08-11,2023-04-03,2023-06-30,Quarter,493.48
14,2022-08-11,2023-07-03,2023-09-29,Quarter,503.07
15,2022-08-11,2023-10-02,2023-12-29,Quarter,1168.37
16,2022-08-11,2024-01-01,2024-03-29,Quarter,1088.45
17,2022-08-11,2022-08-08,2022-08-12,Week,370.97
18,2022-08-11,2022-08-15,2022-08-19,Week,475.20
19,2022-08-11,2022-08-22,2022-08-26,Week,527.00
20,2022-08-11,2022-08-29,2022-09-02,Week,585.80
21,2022-08-11,2022-09-05,2022-09-09,Week,732.00
22,2022-08-11,2023-01-02,2023-12-29,Year,998.00
23,2022-08-11,2024-01-01,2024-12-31,Year,598.33
24,2022-08-11,2025-01-01,2025-12-31,Year,538.43
