,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2023-12-13,2023-12-13,2023-12-14,Day,90.93
1,2023-12-13,2023-12-14,2023-12-15,Day,94.18
2,2023-12-13,2023-12-15,2023-12-16,Day,94.00
3,2023-12-13,2023-12-16,2023-12-17,Day,79.55
4,2023-12-13,2023-12-17,2023-12-18,Day,58.85
5,2023-12-13,2023-12-18,2023-12-19,Day,70.00
6,2023-12-13,2023-12-19,2023-12-20,Day,70.00
7,2023-12-13,2023-12-01,2024-01-01,Month,77.23
8,2023-12-13,2024-01-01,2024-02-01,Month,85.04
9,2023-12-13,2024-02-01,2024-03-01,Month,96.83
10,2023-12-13,2024-03-01,2024-04-01,Month,87.51
11,2023-12-13,2024-04-01,2024-05-01,Month,80.97
12,2023-12-13,2024-05-01,2024-06-01,Month,69.34
13,2023-12-13,2024-06-01,2024-07-01,Month,73.10
14,2023-12-13,2024-01-01,2024-04-01,Quarter,89.64
15,2023-12-13,2024-04-01,2024-07-01,Quarter,74.41
16,2023-12-13,2024-07-01,2024-10-01,Quarter,87.37
17,2023-12-13,2024-10-01,2025-01-01,Quarter,111.89
18,2023-12-13,2025-01-01,2025-04-01,Quarter,116.53
19,2023-12-13,2025-04-01,2025-07-01,Quarter,70.02
20,2023-12-13,2025-07-01,2025-10-01,Quarter,72.72
21,2023-12-13,2025-10-01,2026-01-01,Quarter,101.05
22,2023-12-13,2026-01-01,2026-04-01,Quarter,115.54
23,2023-12-13,2023-12-11,2023-12-18,Week,83.69
24,2023-12-13,2023-12-18,2023-12-25,Week,59.65
25,2023-12-13,2023-12-25,2024-01-01,Week,47.11
26,2023-12-13,2024-01-01,2024-01-08,Week,63.00
27,2023-12-13,2024-01-08,2024-01-15,Week,84.04
28,2023-12-13,2023-12-16,2023-12-18,Weekend,69.20
29,2023-12-13,2023-12-23,2023-12-25,Weekend,35.00
30,2023-12-13,2024-01-01,2025-01-01,Year,90.88
31,2023-12-13,2025-01-01,2026-01-01,Year,89.99
32,2023-12-13,2026-01-01,2027-01-01,Year,85.47
33,2023-12-13,2027-01-01,2028-01-01,Year,77.12
34,2023-12-13,2028-01-01,2029-01-01,Year,65.84
