,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-10-01,2021-10-01,2021-10-02,Day,141.81
1,2021-10-01,2021-10-02,2021-10-03,Day,101.61
2,2021-10-01,2021-10-03,2021-10-04,Day,67.57
3,2021-10-01,2021-10-04,2021-10-05,Day,179.11
4,2021-10-01,2021-10-05,2021-10-06,Day,175.59
5,2021-10-01,2021-10-06,2021-10-07,Day,190.23
6,2021-10-01,2021-10-07,2021-10-08,Day,196.37
7,2021-10-01,2021-10-01,2021-11-01,Month,195.11
8,2021-10-01,2021-11-01,2021-12-01,Month,226.1
9,2021-10-01,2021-12-01,2022-01-01,Month,231.57
10,2021-10-01,2022-01-01,2022-02-01,Month,240.28
11,2021-10-01,2022-02-01,2022-03-01,Month,243.78
12,2021-10-01,2022-03-01,2022-04-01,Month,199.56
13,2021-10-01,2022-04-01,2022-05-01,Month,114.06
14,2021-10-01,2022-01-01,2022-04-01,Quarter,227.36
15,2021-10-01,2022-04-01,2022-07-01,Quarter,104.14
16,2021-10-01,2022-07-01,2022-10-01,Quarter,104.85
17,2021-10-01,2022-10-01,2023-01-01,Quarter,123.87
18,2021-10-01,2023-01-01,2023-04-01,Quarter,124.71
19,2021-10-01,2023-04-01,2023-07-01,Quarter,71.75
20,2021-10-01,2023-07-01,2023-10-01,Quarter,67.1
21,2021-10-01,2021-09-27,2021-10-04,Week,133.31
22,2021-10-01,2021-10-04,2021-10-11,Week,182.0
23,2021-10-01,2021-10-11,2021-10-18,Week,196.97
24,2021-10-01,2021-10-18,2021-10-25,Week,218.75
25,2021-10-01,2021-10-25,2021-11-01,Week,221.75
26,2021-10-01,2021-10-02,2021-10-04,Weekend,84.59
27,2021-10-01,2021-10-09,2021-10-11,Weekend,157.31
28,2021-10-01,2022-01-01,2023-01-01,Year,139.66
29,2021-10-01,2023-01-01,2024-01-01,Year,84.86
30,2021-10-01,2024-01-01,2025-01-01,Year,74.49
31,2021-10-01,2025-01-01,2026-01-01,Year,70.96
