,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-09-26,2017-09-26,2017-09-26,Day,46.19
1,2017-09-26,2017-09-27,2017-09-27,Day,45.2
2,2017-09-26,2017-09-28,2017-09-28,Day,44.12
3,2017-09-26,2017-09-29,2017-09-29,Day,41.88
4,2017-09-26,2017-09-01,2017-09-30,Month,36.66
5,2017-09-26,2017-10-01,2017-10-31,Month,44.0
6,2017-09-26,2017-11-01,2017-11-30,Month,53.39
7,2017-09-26,2017-12-01,2017-12-31,Month,54.1
8,2017-09-26,2018-01-01,2018-01-31,Month,57.94
9,2017-09-26,2018-02-01,2018-02-28,Month,58.45
10,2017-09-26,2018-03-01,2018-03-31,Month,46.21
11,2017-09-26,2017-10-01,2017-12-31,Quarter,50.46
12,2017-09-26,2018-01-01,2018-03-31,Quarter,54.06
13,2017-09-26,2018-04-01,2018-06-30,Quarter,33.39
14,2017-09-26,2018-07-01,2018-09-30,Quarter,33.2
15,2017-09-26,2018-10-01,2018-12-31,Quarter,45.79
16,2017-09-26,2017-09-25,2017-10-01,Week,41.44
17,2017-09-26,2017-10-02,2017-10-08,Week,39.75
18,2017-09-26,2017-10-09,2017-10-15,Week,42.12
19,2017-09-26,2017-10-16,2017-10-22,Week,45.29
20,2017-09-26,2017-10-23,2017-10-29,Week,50.29
21,2017-09-26,2017-09-30,2017-10-01,Weekend,34.2
22,2017-09-26,2017-10-07,2017-10-08,Weekend,0.01
23,2017-09-26,2018-01-01,2019-01-01,Year,41.56
24,2017-09-26,2019-01-01,2020-01-01,Year,39.8
25,2017-09-26,2020-01-01,2021-01-01,Year,40.94
