,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-01-02,2015-01-01,2015-01-31,Month,40.86
1,2015-01-02,2015-02-01,2015-02-28,Month,47.4
2,2015-01-02,2015-03-01,2015-03-31,Month,41.3
3,2015-01-02,2015-04-01,2015-04-30,Month,36.03
4,2015-01-02,2015-04-01,2015-06-30,Quarter,31.9
5,2015-01-02,2015-07-01,2015-09-30,Quarter,31.73
6,2015-01-02,2015-10-01,2015-12-31,Quarter,46.33
7,2015-01-02,2016-01-01,2016-03-31,Quarter,48.04
8,2015-01-02,2014-12-29,2015-01-04,Week,42.47
9,2015-01-02,2015-01-05,2015-01-11,Week,37.0
10,2015-01-02,2015-01-12,2015-01-18,Week,37.3
11,2015-01-02,2015-01-19,2015-01-25,Week,43.5
12,2015-01-02,2015-01-26,2015-02-01,Week,47.75
13,2015-01-02,2016-01-01,2017-01-01,Year,39.9
14,2015-01-02,2017-01-01,2018-01-01,Year,40.8
15,2015-01-02,2018-01-01,2019-01-01,Year,41.77
