,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-12-07,2017-12-07,2017-12-07,Day,76.36
1,2017-12-07,2017-12-08,2017-12-08,Day,69.93
2,2017-12-07,2017-12-09,2017-12-09,Day,0.01
3,2017-12-07,2017-12-10,2017-12-10,Day,0.01
4,2017-12-07,2017-12-01,2017-12-29,Month,76.75
5,2017-12-07,2018-01-01,2018-01-31,Month,81.5
6,2017-12-07,2018-02-01,2018-02-28,Month,77.21
7,2017-12-07,2018-03-01,2018-03-30,Month,56.25
8,2017-12-07,2018-01-01,2018-03-30,Quarter,71.63
9,2017-12-07,2018-04-02,2018-06-29,Quarter,41.88
10,2017-12-07,2018-07-02,2018-09-28,Quarter,41.62
11,2017-12-07,2018-10-01,2018-12-31,Quarter,62.07
12,2017-12-07,2017-12-04,2017-12-08,Week,89.48
13,2017-12-07,2017-12-11,2017-12-15,Week,80.5
14,2017-12-07,2017-12-18,2017-12-22,Week,81.38
15,2017-12-07,2017-12-25,2017-12-29,Week,54.85
16,2017-12-07,2018-01-01,2018-01-05,Week,68.5
17,2017-12-07,2017-12-09,2017-12-10,Weekend,0.01
18,2017-12-07,2017-12-16,2017-12-17,Weekend,0.01
19,2017-12-07,2018-01-01,2019-01-01,Year,54.33
20,2017-12-07,2019-01-01,2019-12-31,Year,54.1
21,2017-12-07,2020-01-01,2020-12-31,Year,54.71
22,2017-12-07,2021-01-01,2021-12-31,Year,54.83
