,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-10-06,2021-10-06,2021-10-07,Day,182.15
1,2021-10-06,2021-10-07,2021-10-08,Day,298.32
2,2021-10-06,2021-10-08,2021-10-09,Day,259.25
3,2021-10-06,2021-10-09,2021-10-10,Day,195.64
4,2021-10-06,2021-10-10,2021-10-11,Day,176.56
5,2021-10-06,2021-10-11,2021-10-12,Day,254.07
6,2021-10-06,2021-10-12,2021-10-13,Day,256.4
7,2021-10-06,2021-10-01,2021-11-01,Month,223.94
8,2021-10-06,2021-11-01,2021-12-01,Month,265.0
9,2021-10-06,2021-12-01,2022-01-01,Month,295.73
10,2021-10-06,2022-01-01,2022-02-01,Month,300.5
11,2021-10-06,2022-02-01,2022-03-01,Month,288.52
12,2021-10-06,2022-03-01,2022-04-01,Month,231.43
13,2021-10-06,2022-04-01,2022-05-01,Month,110.64
14,2021-10-06,2022-01-01,2022-04-01,Quarter,273.0
15,2021-10-06,2022-04-01,2022-07-01,Quarter,97.35
16,2021-10-06,2022-07-01,2022-10-01,Quarter,94.55
17,2021-10-06,2022-10-01,2023-01-01,Quarter,121.0
18,2021-10-06,2023-01-01,2023-04-01,Quarter,119.9
19,2021-10-06,2023-04-01,2023-07-01,Quarter,66.54
20,2021-10-06,2023-07-01,2023-10-01,Quarter,66.65
21,2021-10-06,2021-10-04,2021-10-11,Week,204.01
22,2021-10-06,2021-10-11,2021-10-18,Week,237.5
23,2021-10-06,2021-10-18,2021-10-25,Week,252.72
24,2021-10-06,2021-10-25,2021-11-01,Week,253.33
25,2021-10-06,2021-11-01,2021-11-08,Week,255.26
26,2021-10-06,2021-10-09,2021-10-11,Weekend,186.1
27,2021-10-06,2021-10-16,2021-10-18,Weekend,186.34
28,2021-10-06,2022-01-01,2023-01-01,Year,145.9
29,2021-10-06,2023-01-01,2024-01-01,Year,83.94
30,2021-10-06,2024-01-01,2025-01-01,Year,73.07
31,2021-10-06,2025-01-01,2026-01-01,Year,73.02
