,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2022-12-14,2022-12-14,2022-12-14,Day,542.61
1,2022-12-14,2022-12-15,2022-12-15,Day,473.15
2,2022-12-14,2022-12-16,2022-12-16,Day,460.00
3,2022-12-14,2022-12-17,2022-12-17,Day,352.23
4,2022-12-14,2022-12-18,2022-12-18,Day,307.07
5,2022-12-14,2022-12-19,2022-12-19,Day,382.10
6,2022-12-14,2022-12-20,2022-12-20,Day,378.47
7,2022-12-14,2022-12-01,2022-12-30,Month,417.81
8,2022-12-14,2023-01-02,2023-01-31,Month,635.99
9,2022-12-14,2023-02-01,2023-02-28,Month,664.79
10,2022-12-14,2023-03-01,2023-03-31,Month,435.00
11,2022-12-14,2023-01-02,2023-03-31,Quarter,573.73
12,2022-12-14,2023-04-03,2023-06-30,Quarter,365.11
13,2022-12-14,2023-07-03,2023-09-29,Quarter,376.00
14,2022-12-14,2023-10-02,2023-12-29,Quarter,645.16
15,2022-12-14,2024-01-01,2024-03-29,Quarter,763.18
16,2022-12-14,2024-04-01,2024-06-28,Quarter,305.94
17,2022-12-14,2024-07-01,2024-09-30,Quarter,303.45
18,2022-12-14,2024-10-01,2024-12-31,Quarter,391.57
19,2022-12-14,2022-12-12,2022-12-16,Week,521.66
20,2022-12-14,2022-12-19,2022-12-23,Week,350.00
21,2022-12-14,2022-12-26,2022-12-30,Week,314.97
22,2022-12-14,2023-01-02,2023-01-06,Week,548.37
23,2022-12-14,2023-01-09,2023-01-13,Week,548.92
24,2022-12-14,2023-01-02,2023-12-29,Year,490.00
25,2022-12-14,2024-01-01,2024-12-31,Year,440.32
26,2022-12-14,2025-01-01,2025-12-31,Year,316.76
27,2022-12-14,2026-01-01,2026-12-31,Year,254.18
