,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-11-01,2024-11-01,2024-11-02,Day,80.75
1,2024-11-01,2024-11-02,2024-11-03,Day,91.70
2,2024-11-01,2024-11-03,2024-11-04,Day,74.30
3,2024-11-01,2024-11-04,2024-11-05,Day,103.61
4,2024-11-01,2024-11-05,2024-11-06,Day,103.38
5,2024-11-01,2024-11-06,2024-11-07,Day,116.98
6,2024-11-01,2024-11-07,2024-11-08,Day,112.80
7,2024-11-01,2024-11-08,2024-11-09,Day,85.60
8,2024-11-01,2024-11-09,2024-11-10,Day,83.58
9,2024-11-01,2024-11-10,2024-11-11,Day,72.34
10,2024-11-01,2024-11-01,2024-12-01,Month,87.83
11,2024-11-01,2024-12-01,2025-01-01,Month,79.75
12,2024-11-01,2025-01-01,2025-02-01,Month,89.26
13,2024-11-01,2025-02-01,2025-03-01,Month,93.07
14,2024-11-01,2025-03-01,2025-04-01,Month,73.98
15,2024-11-01,2025-04-01,2025-05-01,Month,54.73
16,2024-11-01,2025-05-01,2025-06-01,Month,46.15
17,2024-11-01,2025-01-01,2025-04-01,Quarter,85.19
18,2024-11-01,2025-04-01,2025-07-01,Quarter,49.91
19,2024-11-01,2025-07-01,2025-10-01,Quarter,62.76
20,2024-11-01,2025-10-01,2026-01-01,Quarter,79.08
21,2024-11-01,2026-01-01,2026-04-01,Quarter,89.34
22,2024-11-01,2026-04-01,2026-07-01,Quarter,44.15
23,2024-11-01,2026-07-01,2026-10-01,Quarter,50.90
24,2024-11-01,2026-10-01,2027-01-01,Quarter,74.65
25,2024-11-01,2027-01-01,2027-04-01,Quarter,90.53
26,2024-11-01,2027-04-01,2027-07-01,Quarter,40.43
27,2024-11-01,2024-10-28,2024-11-04,Week,84.52
28,2024-11-01,2024-11-04,2024-11-11,Week,96.90
29,2024-11-01,2024-11-11,2024-11-18,Week,86.28
30,2024-11-01,2024-11-18,2024-11-25,Week,82.63
31,2024-11-01,2024-11-25,2024-12-02,Week,84.70
32,2024-11-01,2024-11-02,2024-11-04,Weekend,83.00
33,2024-11-01,2024-11-09,2024-11-11,Weekend,77.96
34,2024-11-01,2025-01-01,2026-01-01,Year,69.20
35,2024-11-01,2026-01-01,2027-01-01,Year,64.68
36,2024-11-01,2027-01-01,2028-01-01,Year,61.98
37,2024-11-01,2028-01-01,2029-01-01,Year,61.50
38,2024-11-01,2029-01-01,2030-01-01,Year,60.96
