,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-01-16,2020-01-16,2020-01-16,Day,37.14
1,2020-01-16,2020-01-17,2020-01-17,Day,36.79
2,2020-01-16,2020-01-18,2020-01-18,Day,36.23
3,2020-01-16,2020-01-19,2020-01-19,Day,31.43
4,2020-01-16,2020-01-20,2020-01-20,Day,44.37
5,2020-01-16,2020-01-21,2020-01-21,Day,45.5
6,2020-01-16,2020-01-22,2020-01-22,Day,43.15
7,2020-01-16,2020-01-01,2020-01-31,Month,37.4
8,2020-01-16,2020-02-01,2020-02-29,Month,39.6
9,2020-01-16,2020-03-01,2020-03-31,Month,37.46
10,2020-01-16,2020-04-01,2020-04-30,Month,34.18
11,2020-01-16,2020-05-01,2020-05-31,Month,30.63
12,2020-01-16,2020-06-01,2020-06-30,Month,32.21
13,2020-01-16,2020-07-01,2020-07-31,Month,33.97
14,2020-01-16,2020-04-01,2020-06-30,Quarter,32.32
15,2020-01-16,2020-07-01,2020-09-30,Quarter,35.71
16,2020-01-16,2020-10-01,2020-12-31,Quarter,50.61
17,2020-01-16,2021-01-01,2021-03-31,Quarter,54.17
18,2020-01-16,2021-04-01,2021-06-30,Quarter,36.2
19,2020-01-16,2021-07-01,2021-09-30,Quarter,38.43
20,2020-01-16,2020-01-13,2020-01-19,Week,34.61
21,2020-01-16,2020-01-20,2020-01-26,Week,39.98
22,2020-01-16,2020-01-27,2020-02-02,Week,36.63
23,2020-01-16,2020-02-03,2020-02-09,Week,38.46
24,2020-01-16,2020-02-10,2020-02-16,Week,39.38
25,2020-01-16,2020-01-18,2020-01-19,Weekend,33.83
26,2020-01-16,2020-01-25,2020-01-26,Weekend,30.79
27,2020-01-16,2021-01-01,2021-12-31,Year,45.39
28,2020-01-16,2022-01-01,2022-12-31,Year,47.4
29,2020-01-16,2023-01-01,2023-12-31,Year,46.41
