,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-12-14,2015-12-12,2015-12-12,Day,38.82
1,2015-12-14,2015-12-13,2015-12-13,Day,37.43
2,2015-12-14,2015-12-14,2015-12-14,Day,48.47
3,2015-12-14,2015-12-15,2015-12-15,Day,44.87
4,2015-12-14,2015-12-16,2015-12-16,Day,37.75
5,2015-12-14,2015-12-01,2015-12-31,Month,33.67
6,2015-12-14,2016-01-01,2016-01-31,Month,36.43
7,2015-12-14,2016-02-01,2016-02-29,Month,39.55
8,2015-12-14,2016-03-01,2016-03-31,Month,36.27
9,2015-12-14,2016-01-01,2016-03-31,Quarter,37.37
10,2015-12-14,2016-04-01,2016-06-30,Quarter,30.47
11,2015-12-14,2016-07-01,2016-09-30,Quarter,29.57
12,2015-12-14,2016-10-01,2016-12-31,Quarter,37.79
13,2015-12-14,2017-01-01,2017-03-31,Quarter,39.23
14,2015-12-14,2017-04-01,2017-06-30,Quarter,29.38
15,2015-12-14,2017-07-01,2017-09-30,Quarter,29.12
16,2015-12-14,2015-12-07,2015-12-13,Week,43.37
17,2015-12-14,2015-12-14,2015-12-20,Week,34.61
18,2015-12-14,2015-12-21,2015-12-27,Week,21.63
19,2015-12-14,2015-12-28,2016-01-03,Week,24.0
20,2015-12-14,2016-01-04,2016-01-10,Week,35.0
21,2015-12-14,2016-01-11,2016-01-17,Week,36.25
22,2015-12-14,2015-12-12,2015-12-13,Weekend,38.12
23,2015-12-14,2015-12-19,2015-12-20,Weekend,21.75
24,2015-12-14,2016-01-01,2017-01-01,Year,33.8
25,2015-12-14,2017-01-01,2018-01-01,Year,33.73
26,2015-12-14,2018-01-01,2019-01-01,Year,33.65
