,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-02-22,2018-02-22,2018-02-22,Day,55.56
1,2018-02-22,2018-02-23,2018-02-23,Day,54.34
2,2018-02-22,2018-02-24,2018-02-24,Day,0.01
3,2018-02-22,2018-02-25,2018-02-25,Day,0.01
4,2018-02-22,2018-02-01,2018-02-28,Month,58.0
5,2018-02-22,2018-03-01,2018-03-30,Month,55.0
6,2018-02-22,2018-04-02,2018-04-30,Month,44.63
7,2018-02-22,2018-05-01,2018-05-31,Month,36.98
8,2018-02-22,2018-06-01,2018-06-29,Month,41.0
9,2018-02-22,2018-04-02,2018-06-29,Quarter,40.75
10,2018-02-22,2018-07-02,2018-09-28,Quarter,40.63
11,2018-02-22,2018-10-01,2018-12-31,Quarter,60.5
12,2018-02-22,2019-01-01,2019-03-29,Quarter,62.88
13,2018-02-22,2018-02-19,2018-02-23,Week,55.28
14,2018-02-22,2018-02-26,2018-03-02,Week,89.0
15,2018-02-22,2018-03-05,2018-03-09,Week,64.0
16,2018-02-22,2018-03-12,2018-03-16,Week,52.0
17,2018-02-22,2018-03-19,2018-03-23,Week,47.5
18,2018-02-22,2018-02-24,2018-02-25,Weekend,0.01
19,2018-02-22,2018-03-03,2018-03-04,Weekend,0.01
20,2018-02-22,2019-01-01,2019-12-31,Year,51.25
21,2018-02-22,2020-01-01,2020-12-31,Year,51.55
22,2018-02-22,2021-01-01,2021-12-31,Year,52.75
