,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-10-24,2024-10-24,2024-10-25,Day,66.09
1,2024-10-24,2024-10-25,2024-10-26,Day,62.15
2,2024-10-24,2024-10-26,2024-10-27,Day,47.63
3,2024-10-24,2024-10-27,2024-10-28,Day,41.36
4,2024-10-24,2024-10-28,2024-10-29,Day,92.86
5,2024-10-24,2024-10-29,2024-10-30,Day,102.15
6,2024-10-24,2024-10-30,2024-10-31,Day,98.77
7,2024-10-24,2024-10-31,2024-11-01,Day,82.72
8,2024-10-24,2024-11-01,2024-11-02,Day,49.76
9,2024-10-24,2024-11-02,2024-11-03,Day,48.69
10,2024-10-24,2024-11-03,2024-11-04,Day,42.28
11,2024-10-24,2024-10-01,2024-11-01,Month,75.58
12,2024-10-24,2024-11-01,2024-12-01,Month,102.67
13,2024-10-24,2024-12-02,2025-01-01,Month,104.76
14,2024-10-24,2025-01-01,2025-02-01,Month,120.91
15,2024-10-24,2025-02-03,2025-03-01,Month,125.93
16,2024-10-24,2025-03-03,2025-04-01,Month,92.68
17,2024-10-24,2025-01-01,2025-04-01,Quarter,113.22
18,2024-10-24,2025-04-01,2025-07-01,Quarter,59.80
19,2024-10-24,2025-07-01,2025-10-01,Quarter,70.41
20,2024-10-24,2025-10-01,2026-01-01,Quarter,110.85
21,2024-10-24,2026-01-01,2026-04-01,Quarter,114.46
22,2024-10-24,2026-04-01,2026-07-01,Quarter,53.20
23,2024-10-24,2026-07-01,2026-10-01,Quarter,60.49
24,2024-10-24,2026-10-01,2027-01-01,Quarter,103.49
25,2024-10-24,2027-01-01,2027-04-01,Quarter,115.41
26,2024-10-24,2024-10-21,2024-10-26,Week,79.25
27,2024-10-24,2024-10-28,2024-11-02,Week,85.25
28,2024-10-24,2024-11-04,2024-11-09,Week,100.50
29,2024-10-24,2024-11-11,2024-11-16,Week,101.00
30,2024-10-24,2024-11-18,2024-11-23,Week,104.00
31,2024-10-24,2025-01-01,2026-01-01,Year,88.49
32,2024-10-24,2026-01-01,2027-01-01,Year,82.78
33,2024-10-24,2027-01-01,2028-01-01,Year,82.43
34,2024-10-24,2028-01-03,2029-01-01,Year,80.59
