,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-10-29,2020-10-29,2020-10-30,Day,46.24
1,2020-10-29,2020-10-30,2020-10-31,Day,40.97
2,2020-10-29,2020-10-31,2020-11-01,Day,33.0
3,2020-10-29,2020-11-01,2020-11-02,Day,22.0
4,2020-10-29,2020-11-02,2020-11-03,Day,34.2
5,2020-10-29,2020-11-03,2020-11-04,Day,42.3
6,2020-10-29,2020-11-04,2020-11-05,Day,49.5
7,2020-10-29,2020-10-01,2020-10-31,Month,46.64
8,2020-10-29,2020-11-02,2020-12-01,Month,52.37
9,2020-10-29,2020-12-01,2021-01-01,Month,56.45
10,2020-10-29,2021-01-01,2021-01-30,Month,67.64
11,2020-10-29,2021-01-01,2021-04-01,Quarter,62.36
12,2020-10-29,2021-04-01,2021-07-01,Quarter,40.91
13,2020-10-29,2021-07-01,2021-10-01,Quarter,43.47
14,2020-10-29,2021-10-01,2022-01-01,Quarter,69.55
15,2020-10-29,2022-01-03,2022-04-01,Quarter,71.44
16,2020-10-29,2022-07-01,2022-10-01,Quarter,46.36
17,2020-10-29,2020-10-26,2020-10-31,Week,44.58
18,2020-10-29,2020-11-02,2020-11-07,Week,45.32
19,2020-10-29,2020-11-09,2020-11-14,Week,49.69
20,2020-10-29,2020-11-16,2020-11-21,Week,56.07
21,2020-10-29,2020-11-23,2020-11-28,Week,59.25
22,2020-10-29,2021-01-01,2022-01-01,Year,54.06
23,2020-10-29,2022-01-03,2022-12-31,Year,57.37
24,2020-10-29,2023-01-02,2023-12-30,Year,60.66
25,2020-10-29,2024-01-01,2025-01-01,Year,62.74
