,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-11-19,2019-11-19,2019-11-19,Day,73.91
1,2019-11-19,2019-11-20,2019-11-20,Day,66.56
2,2019-11-19,2019-11-21,2019-11-21,Day,62.25
3,2019-11-19,2019-11-22,2019-11-22,Day,55.0
4,2019-11-19,2019-11-23,2019-11-23,Day,41.79
5,2019-11-19,2019-11-24,2019-11-24,Day,33.57
6,2019-11-19,2019-11-25,2019-11-25,Day,52.43
7,2019-11-19,2019-11-01,2019-11-29,Month,56.52
8,2019-11-19,2019-12-02,2019-12-31,Month,60.35
9,2019-11-19,2020-01-01,2020-01-31,Month,67.76
10,2019-11-19,2020-02-03,2020-02-28,Month,71.51
11,2019-11-19,2020-03-02,2020-03-31,Month,57.37
12,2019-11-19,2020-01-01,2020-03-31,Quarter,65.4
13,2019-11-19,2020-04-01,2020-06-30,Quarter,48.47
14,2019-11-19,2020-07-01,2020-09-30,Quarter,50.23
15,2019-11-19,2020-10-01,2020-12-31,Quarter,71.93
16,2019-11-19,2021-01-01,2021-03-31,Quarter,73.37
17,2019-11-19,2021-04-01,2021-06-30,Quarter,49.18
18,2019-11-19,2021-07-01,2021-09-30,Quarter,51.12
19,2019-11-19,2019-11-18,2019-11-22,Week,64.39
20,2019-11-19,2019-11-25,2019-11-29,Week,54.0
21,2019-11-19,2019-12-02,2019-12-06,Week,57.78
22,2019-11-19,2019-12-09,2019-12-13,Week,66.5
23,2019-11-19,2019-12-16,2019-12-20,Week,55.41
24,2019-11-19,2020-01-01,2020-12-31,Year,59.02
25,2019-11-19,2021-01-01,2021-12-31,Year,61.25
26,2019-11-19,2022-01-03,2022-12-30,Year,61.73
27,2019-11-19,2023-01-02,2023-12-29,Year,62.32
