,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-08-17,2018-08-17,2018-08-17,Day,61.19
1,2018-08-17,2018-08-18,2018-08-18,Day,54.9
2,2018-08-17,2018-08-19,2018-08-19,Day,47.3
3,2018-08-17,2018-07-31,2018-08-30,Month,63.71
4,2018-08-17,2018-08-01,2018-08-31,Month,63.71
5,2018-08-17,2018-09-03,2018-09-28,Month,69.0
6,2018-08-17,2018-10-01,2018-10-31,Month,76.14
7,2018-08-17,2018-11-01,2018-11-30,Month,83.13
8,2018-08-17,2018-10-01,2018-12-31,Quarter,79.74
9,2018-08-17,2019-01-01,2019-03-29,Quarter,79.02
10,2018-08-17,2019-04-01,2019-06-28,Quarter,52.82
11,2018-08-17,2019-07-01,2019-09-30,Quarter,52.91
12,2018-08-17,2019-10-01,2019-12-31,Quarter,74.04
13,2018-08-17,2018-08-13,2018-08-17,Week,57.86
14,2018-08-17,2018-08-20,2018-08-24,Week,67.55
15,2018-08-17,2018-08-27,2018-08-31,Week,67.53
16,2018-08-17,2018-09-03,2018-09-07,Week,65.75
17,2018-08-17,2018-09-09,2018-09-13,Week,66.25
18,2018-08-17,2018-09-10,2018-09-14,Week,66.25
19,2018-08-17,2018-08-18,2018-08-19,Weekend,51.1
20,2018-08-17,2019-01-01,2019-12-31,Year,64.63
21,2018-08-17,2020-01-01,2020-12-31,Year,63.28
22,2018-08-17,2021-01-01,2021-12-31,Year,61.1
23,2018-08-17,2022-01-03,2022-12-30,Year,61.9
