,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-03-23,2021-03-23,2021-03-24,Day,65.5
1,2021-03-23,2021-03-24,2021-03-25,Day,61.43
2,2021-03-23,2021-03-25,2021-03-26,Day,61.04
3,2021-03-23,2021-03-26,2021-03-27,Day,53.16
4,2021-03-23,2021-03-27,2021-03-28,Day,39.41
5,2021-03-23,2021-03-28,2021-03-29,Day,35.65
6,2021-03-23,2021-03-29,2021-03-30,Day,49.23
7,2021-03-23,2021-03-01,2021-04-01,Month,56.98
8,2021-03-23,2021-04-01,2021-05-01,Month,52.23
9,2021-03-23,2021-05-03,2021-06-01,Month,52.91
10,2021-03-23,2021-06-01,2021-07-01,Month,55.83
11,2021-03-23,2021-04-01,2021-07-01,Quarter,53.67
12,2021-03-23,2021-07-01,2021-10-01,Quarter,59.26
13,2021-03-23,2021-10-01,2022-01-01,Quarter,82.69
14,2021-03-23,2022-01-03,2022-04-01,Quarter,84.18
15,2021-03-23,2022-04-01,2022-07-01,Quarter,55.09
16,2021-03-23,2022-07-01,2022-10-01,Quarter,58.26
17,2021-03-23,2023-04-03,2023-07-01,Quarter,55.33
18,2021-03-23,2021-03-22,2021-03-27,Week,61.17
19,2021-03-23,2021-03-29,2021-04-03,Week,50.0
20,2021-03-23,2021-04-05,2021-04-10,Week,52.08
21,2021-03-23,2021-04-12,2021-04-17,Week,54.56
22,2021-03-23,2021-04-19,2021-04-24,Week,52.24
23,2021-03-23,2022-01-03,2022-12-31,Year,69.82
24,2021-03-23,2023-01-02,2023-12-30,Year,66.91
25,2021-03-23,2024-01-01,2025-01-01,Year,63.62
