,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-06-26,2019-06-26,2019-06-26,Day,29.33
1,2019-06-26,2019-06-27,2019-06-27,Day,29.78
2,2019-06-26,2019-06-28,2019-06-28,Day,32.46
3,2019-06-26,2019-06-29,2019-06-29,Day,29.1
4,2019-06-26,2019-07-01,2019-07-01,Day,32.69
5,2019-06-26,2019-07-02,2019-07-02,Day,33.71
6,2019-06-26,2019-06-01,2019-06-30,Month,29.05
7,2019-06-26,2019-07-01,2019-07-31,Month,33.37
8,2019-06-26,2019-08-01,2019-08-31,Month,34.37
9,2019-06-26,2019-09-01,2019-09-30,Month,41.18
10,2019-06-26,2019-10-01,2019-10-31,Month,49.13
11,2019-06-26,2019-11-01,2019-11-30,Month,61.77
12,2019-06-26,2019-12-01,2019-12-31,Month,60.12
13,2019-06-26,2019-07-01,2019-09-30,Quarter,36.25
14,2019-06-26,2019-10-01,2019-12-31,Quarter,56.95
15,2019-06-26,2020-01-01,2020-03-31,Quarter,60.28
16,2019-06-26,2020-04-01,2020-06-30,Quarter,43.47
17,2019-06-26,2020-07-01,2020-09-30,Quarter,45.57
18,2019-06-26,2020-10-01,2020-12-31,Quarter,59.04
19,2019-06-26,2019-06-24,2019-06-30,Week,28.62
20,2019-06-26,2019-07-01,2019-07-07,Week,30.94
21,2019-06-26,2019-07-08,2019-07-14,Week,32.33
22,2019-06-26,2019-07-15,2019-07-21,Week,33.79
23,2019-06-26,2019-07-22,2019-07-28,Week,35.08
24,2019-06-26,2019-06-29,2019-06-30,Weekend,22.75
25,2019-06-26,2020-01-01,2020-12-31,Year,52.09
26,2019-06-26,2021-01-01,2021-12-31,Year,49.32
27,2019-06-26,2022-01-01,2022-12-31,Year,49.05
