,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2019-06-03,2019-06-01,2019-06-01,Day,28.88
1,2019-06-03,2019-06-02,2019-06-02,Day,17.69
2,2019-06-03,2019-06-03,2019-06-03,Day,35.22
3,2019-06-03,2019-06-04,2019-06-04,Day,35.6
4,2019-06-03,2019-06-05,2019-06-05,Day,34.75
5,2019-06-03,2019-06-06,2019-06-06,Day,33.8
6,2019-06-03,2019-06-07,2019-06-07,Day,30.88
7,2019-06-03,2019-06-08,2019-06-08,Day,16.93
8,2019-06-03,2019-06-09,2019-06-09,Day,19.73
9,2019-06-03,2019-06-01,2019-06-30,Month,31.78
10,2019-06-03,2019-07-01,2019-07-31,Month,36.69
11,2019-06-03,2019-08-01,2019-08-31,Month,37.33
12,2019-06-03,2019-09-01,2019-09-30,Month,43.3
13,2019-06-03,2019-10-01,2019-10-31,Month,54.23
14,2019-06-03,2019-11-01,2019-11-30,Month,60.88
15,2019-06-03,2019-12-01,2019-12-31,Month,58.62
16,2019-06-03,2019-07-01,2019-09-30,Quarter,39.06
17,2019-06-03,2019-10-01,2019-12-31,Quarter,57.88
18,2019-06-03,2020-01-01,2020-03-31,Quarter,58.45
19,2019-06-03,2020-04-01,2020-06-30,Quarter,40.89
20,2019-06-03,2020-07-01,2020-09-30,Quarter,42.24
21,2019-06-03,2020-10-01,2020-12-31,Quarter,55.82
22,2019-06-03,2019-05-27,2019-06-02,Week,29.07
23,2019-06-03,2019-06-03,2019-06-09,Week,29.56
24,2019-06-03,2019-06-10,2019-06-16,Week,30.5
25,2019-06-03,2019-06-17,2019-06-23,Week,34.25
26,2019-06-03,2019-06-24,2019-06-30,Week,35.25
27,2019-06-03,2019-07-01,2019-07-07,Week,35.84
28,2019-06-03,2019-06-01,2019-06-02,Weekend,23.28
29,2019-06-03,2019-06-08,2019-06-09,Weekend,18.33
30,2019-06-03,2020-01-01,2020-12-31,Year,49.35
31,2019-06-03,2021-01-01,2021-12-31,Year,47.05
32,2019-06-03,2022-01-01,2022-12-31,Year,47.69
