,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-06-28,2024-06-28,2024-06-29,Day,34.42
1,2024-06-28,2024-06-29,2024-06-30,Day,25.40
2,2024-06-28,2024-06-30,2024-07-01,Day,27.10
3,2024-06-28,2024-07-01,2024-07-02,Day,56.48
4,2024-06-28,2024-07-02,2024-07-03,Day,56.89
5,2024-06-28,2024-07-03,2024-07-04,Day,56.89
6,2024-06-28,2024-07-04,2024-07-05,Day,56.89
7,2024-06-28,2024-07-05,2024-07-06,Day,56.89
8,2024-06-28,2024-07-06,2024-07-07,Day,25.36
9,2024-06-28,2024-07-07,2024-07-08,Day,25.10
10,2024-06-28,2024-06-01,2024-07-01,Month,34.32
11,2024-06-28,2024-07-01,2024-08-01,Month,55.54
12,2024-06-28,2024-08-01,2024-09-01,Month,51.81
13,2024-06-28,2024-09-01,2024-10-01,Month,64.69
14,2024-06-28,2024-10-01,2024-11-01,Month,72.78
15,2024-06-28,2024-11-01,2024-12-01,Month,96.45
16,2024-06-28,2024-12-01,2025-01-01,Month,97.59
17,2024-06-28,2025-01-01,2025-02-01,Month,117.11
18,2024-06-28,2025-02-01,2025-03-01,Month,113.62
19,2024-06-28,2025-03-01,2025-04-01,Month,83.37
20,2024-06-28,2024-10-01,2025-01-01,Quarter,88.85
21,2024-06-28,2025-01-01,2025-04-01,Quarter,104.41
22,2024-06-28,2025-04-01,2025-07-01,Quarter,48.98
23,2024-06-28,2025-07-01,2025-10-01,Quarter,58.24
24,2024-06-28,2025-10-01,2026-01-01,Quarter,87.71
25,2024-06-28,2026-01-01,2026-04-01,Quarter,99.01
26,2024-06-28,2026-04-01,2026-07-01,Quarter,36.07
27,2024-06-28,2026-07-01,2026-10-01,Quarter,42.97
28,2024-06-28,2026-10-01,2027-01-01,Quarter,80.88
29,2024-06-28,2027-01-01,2027-04-01,Quarter,83.83
30,2024-06-28,2024-06-24,2024-07-01,Week,36.99
31,2024-06-28,2024-07-01,2024-07-08,Week,47.79
32,2024-06-28,2024-07-08,2024-07-15,Week,55.90
33,2024-06-28,2024-07-15,2024-07-22,Week,58.55
34,2024-06-28,2024-07-22,2024-07-29,Week,60.00
35,2024-06-28,2024-06-29,2024-07-01,Weekend,26.25
36,2024-06-28,2024-07-06,2024-07-08,Weekend,25.23
37,2024-06-28,2025-01-01,2026-01-01,Year,74.74
38,2024-06-28,2026-01-01,2027-01-01,Year,64.62
39,2024-06-28,2027-01-01,2028-01-01,Year,62.52
40,2024-06-28,2028-01-01,2029-01-01,Year,62.31
41,2024-06-28,2029-01-01,2030-01-01,Year,63.30
