,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2023-05-17,2023-05-17,2023-05-18,Day,70.45
1,2023-05-17,2023-05-18,2023-05-19,Day,70.88
2,2023-05-17,2023-05-19,2023-05-20,Day,77.25
3,2023-05-17,2023-05-20,2023-05-21,Day,55.62
4,2023-05-17,2023-05-21,2023-05-22,Day,33.87
5,2023-05-17,2023-05-22,2023-05-23,Day,89.00
6,2023-05-17,2023-05-23,2023-05-24,Day,89.00
7,2023-05-17,2023-05-01,2023-06-01,Month,87.53
8,2023-05-17,2023-06-01,2023-07-01,Month,91.62
9,2023-05-17,2023-07-03,2023-08-01,Month,105.00
10,2023-05-17,2023-08-01,2023-09-01,Month,102.50
11,2023-05-17,2023-09-01,2023-10-01,Month,127.95
12,2023-05-17,2023-10-02,2023-11-01,Month,145.38
13,2023-05-17,2023-07-03,2023-10-01,Quarter,111.53
14,2023-05-17,2023-10-02,2024-01-01,Quarter,359.38
15,2023-05-17,2024-01-01,2024-04-01,Quarter,671.10
16,2023-05-17,2024-04-01,2024-07-01,Quarter,138.10
17,2023-05-17,2024-07-01,2024-10-01,Quarter,147.25
18,2023-05-17,2024-10-01,2025-01-01,Quarter,292.74
19,2023-05-17,2025-01-01,2025-04-01,Quarter,301.52
20,2023-05-17,2023-05-15,2023-05-20,Week,76.02
21,2023-05-17,2023-05-22,2023-05-27,Week,89.00
22,2023-05-17,2023-05-29,2023-06-03,Week,83.41
23,2023-05-17,2023-06-05,2023-06-10,Week,84.00
24,2023-05-17,2023-06-12,2023-06-17,Week,92.40
25,2023-05-17,2024-01-01,2025-01-01,Year,311.59
26,2023-05-17,2025-01-01,2026-01-01,Year,212.08
27,2023-05-17,2026-01-01,2027-01-01,Year,159.92
