,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-10-23,2017-10-21,2017-10-21,Day,39.74
1,2017-10-23,2017-10-22,2017-10-22,Day,39.78
2,2017-10-23,2017-10-23,2017-10-23,Day,56.46
3,2017-10-23,2017-10-24,2017-10-24,Day,57.75
4,2017-10-23,2017-10-25,2017-10-25,Day,59.63
5,2017-10-23,2017-10-01,2017-10-31,Month,49.7
6,2017-10-23,2017-11-01,2017-11-30,Month,61.8
7,2017-10-23,2017-12-01,2017-12-31,Month,60.28
8,2017-10-23,2018-01-01,2018-01-31,Month,59.63
9,2017-10-23,2018-02-01,2018-02-28,Month,56.7
10,2017-10-23,2018-03-01,2018-03-31,Month,42.67
11,2017-10-23,2018-04-01,2018-04-30,Month,35.39
12,2017-10-23,2018-01-01,2018-03-31,Quarter,52.88
13,2017-10-23,2018-04-01,2018-06-30,Quarter,33.5
14,2017-10-23,2018-07-01,2018-09-30,Quarter,33.29
15,2017-10-23,2018-10-01,2018-12-31,Quarter,45.82
16,2017-10-23,2017-10-16,2017-10-22,Week,49.66
17,2017-10-23,2017-10-23,2017-10-29,Week,52.87
18,2017-10-23,2017-10-30,2017-11-05,Week,56.03
19,2017-10-23,2017-11-06,2017-11-12,Week,61.75
20,2017-10-23,2017-11-13,2017-11-19,Week,61.5
21,2017-10-23,2017-11-20,2017-11-26,Week,61.5
22,2017-10-23,2017-10-21,2017-10-22,Weekend,39.76
23,2017-10-23,2017-10-28,2017-10-29,Weekend,41.45
24,2017-10-23,2018-01-01,2019-01-01,Year,41.33
25,2017-10-23,2019-01-01,2020-01-01,Year,38.89
26,2017-10-23,2020-01-01,2021-01-01,Year,41.43
