,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-03-24,2017-03-24,2017-03-24,Day,36.14
1,2017-03-24,2017-03-25,2017-03-25,Day,28.34
2,2017-03-24,2017-03-26,2017-03-26,Day,24.99
3,2017-03-24,2017-03-27,2017-03-27,Day,0.01
4,2017-03-24,2017-03-01,2017-03-31,Month,34.81
5,2017-03-24,2017-04-01,2017-04-30,Month,30.52
6,2017-03-24,2017-05-01,2017-05-31,Month,28.72
7,2017-03-24,2017-06-01,2017-06-30,Month,30.58
8,2017-03-24,2017-07-01,2017-07-31,Month,30.49
9,2017-03-24,2017-04-01,2017-06-30,Quarter,29.93
10,2017-03-24,2017-07-01,2017-09-30,Quarter,30.73
11,2017-03-24,2017-10-01,2017-12-31,Quarter,40.53
12,2017-03-24,2018-01-01,2018-03-31,Quarter,41.71
13,2017-03-24,2018-10-01,2018-12-31,Quarter,39.38
14,2017-03-24,2017-03-20,2017-03-26,Week,33.78
15,2017-03-24,2017-03-27,2017-04-02,Week,30.95
16,2017-03-24,2017-04-03,2017-04-09,Week,31.75
17,2017-03-24,2017-04-10,2017-04-16,Week,30.4
18,2017-03-24,2017-04-17,2017-04-23,Week,30.0
19,2017-03-24,2017-03-25,2017-03-26,Weekend,26.7
20,2017-03-24,2017-04-01,2017-04-02,Weekend,0.01
21,2017-03-24,2018-01-01,2019-01-01,Year,34.08
22,2017-03-24,2019-01-01,2020-01-01,Year,33.98
23,2017-03-24,2020-01-01,2021-01-01,Year,34.93
