,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2023-06-09,2023-06-09,2023-06-10,Day,81.41
1,2023-06-09,2023-06-10,2023-06-11,Day,41.98
2,2023-06-09,2023-06-11,2023-06-12,Day,30.00
3,2023-06-09,2023-06-12,2023-06-13,Day,94.80
4,2023-06-09,2023-06-13,2023-06-14,Day,94.80
5,2023-06-09,2023-06-14,2023-06-15,Day,94.80
6,2023-06-09,2023-06-15,2023-06-16,Day,94.80
7,2023-06-09,2023-06-01,2023-07-01,Month,92.83
8,2023-06-09,2023-07-03,2023-08-01,Month,107.76
9,2023-06-09,2023-08-01,2023-09-01,Month,104.47
10,2023-06-09,2023-09-01,2023-10-01,Month,128.36
11,2023-06-09,2023-10-02,2023-11-01,Month,130.28
12,2023-06-09,2023-07-03,2023-10-01,Quarter,113.25
13,2023-06-09,2023-10-02,2024-01-01,Quarter,275.00
14,2023-06-09,2024-01-01,2024-04-01,Quarter,572.60
15,2023-06-09,2024-04-01,2024-07-01,Quarter,123.41
16,2023-06-09,2024-07-01,2024-10-01,Quarter,141.98
17,2023-06-09,2024-10-01,2025-01-01,Quarter,312.63
18,2023-06-09,2025-01-01,2025-04-01,Quarter,304.14
19,2023-06-09,2023-06-05,2023-06-10,Week,82.02
20,2023-06-09,2023-06-12,2023-06-17,Week,94.80
21,2023-06-09,2023-06-19,2023-06-24,Week,103.40
22,2023-06-09,2023-06-26,2023-07-01,Week,103.02
23,2023-06-09,2023-07-03,2023-07-08,Week,100.44
24,2023-06-09,2024-01-01,2025-01-01,Year,287.19
25,2023-06-09,2025-01-01,2026-01-01,Year,211.28
26,2023-06-09,2026-01-01,2027-01-01,Year,157.00
27,2023-06-09,2027-01-01,2028-01-01,Year,145.75
