,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2021-10-14,2021-10-14,2021-10-15,Day,210.61
1,2021-10-14,2021-10-15,2021-10-16,Day,232.37
2,2021-10-14,2021-10-16,2021-10-17,Day,188.02
3,2021-10-14,2021-10-17,2021-10-18,Day,153.13
4,2021-10-14,2021-10-18,2021-10-19,Day,216.42
5,2021-10-14,2021-10-19,2021-10-20,Day,205.2
6,2021-10-14,2021-10-20,2021-10-21,Day,187.92
7,2021-10-14,2021-10-01,2021-10-30,Month,213.59
8,2021-10-14,2021-11-01,2021-12-01,Month,292.54
9,2021-10-14,2021-12-01,2022-01-01,Month,367.1
10,2021-10-14,2022-01-03,2022-02-01,Month,368.69
11,2021-10-14,2022-01-03,2022-04-01,Quarter,325.01
12,2021-10-14,2022-04-01,2022-07-01,Quarter,120.12
13,2021-10-14,2022-07-01,2022-10-01,Quarter,121.72
14,2021-10-14,2022-10-03,2022-12-31,Quarter,183.49
15,2021-10-14,2023-01-02,2023-04-01,Quarter,156.55
16,2021-10-14,2023-04-03,2023-07-01,Quarter,77.82
17,2021-10-14,2021-10-11,2021-10-16,Week,211.49
18,2021-10-14,2021-10-18,2021-10-23,Week,199.88
19,2021-10-14,2021-10-25,2021-10-30,Week,226.25
20,2021-10-14,2021-11-01,2021-11-06,Week,259.22
21,2021-10-14,2021-11-08,2021-11-13,Week,281.51
22,2021-10-14,2022-01-03,2022-12-31,Year,186.8
23,2021-10-14,2023-01-02,2023-12-30,Year,107.44
24,2021-10-14,2024-01-01,2025-01-01,Year,90.15
25,2021-10-14,2025-01-01,2026-01-01,Year,90.16
