,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-10-02,2018-10-02,2018-10-02,Day,66.27
1,2018-10-02,2018-10-03,2018-10-03,Day,68.71
2,2018-10-02,2018-10-04,2018-10-04,Day,70.15
3,2018-10-02,2018-10-01,2018-10-31,Month,68.06
4,2018-10-02,2018-11-01,2018-11-30,Month,76.96
5,2018-10-02,2018-12-01,2018-12-31,Month,75.33
6,2018-10-02,2019-01-01,2019-01-31,Month,79.69
7,2018-10-02,2019-02-01,2019-02-28,Month,77.26
8,2018-10-02,2019-03-01,2019-03-31,Month,62.88
9,2018-10-02,2019-04-01,2019-04-30,Month,56.64
10,2018-10-02,2019-01-01,2019-03-31,Quarter,73.15
11,2018-10-02,2019-04-01,2019-06-30,Quarter,50.22
12,2018-10-02,2019-07-01,2019-09-30,Quarter,50.75
13,2018-10-02,2019-10-01,2019-12-31,Quarter,66.04
14,2018-10-02,2018-10-01,2018-10-07,Week,64.31
15,2018-10-02,2018-10-08,2018-10-14,Week,64.75
16,2018-10-02,2018-10-15,2018-10-21,Week,68.25
17,2018-10-02,2018-10-22,2018-10-28,Week,73.88
18,2018-10-02,2018-10-29,2018-11-04,Week,70.5
19,2018-10-02,2018-10-06,2018-10-07,Weekend,55.25
20,2018-10-02,2018-10-13,2018-10-14,Weekend,57.63
21,2018-10-02,2019-01-01,2019-12-31,Year,59.99
22,2018-10-02,2020-01-01,2020-12-31,Year,54.05
23,2018-10-02,2021-01-01,2021-12-31,Year,50.74
