,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-07-31,2015-07-31,2015-07-31,Day,31.4
1,2015-07-31,2015-08-01,2015-08-01,Day,25.86
2,2015-07-31,2015-08-02,2015-08-02,Day,20.58
3,2015-07-31,2015-08-03,2015-08-03,Day,33.25
4,2015-07-31,2015-08-01,2015-08-31,Month,29.29
5,2015-07-31,2015-09-01,2015-09-30,Month,37.5
6,2015-07-31,2015-10-01,2015-10-31,Month,41.88
7,2015-07-31,2015-11-01,2015-11-30,Month,46.0
8,2015-07-31,2015-10-01,2015-12-31,Quarter,45.26
9,2015-07-31,2016-01-01,2016-03-31,Quarter,47.61
10,2015-07-31,2016-04-01,2016-06-30,Quarter,32.88
11,2015-07-31,2016-07-01,2016-09-30,Quarter,32.73
12,2015-07-31,2016-10-01,2016-12-31,Quarter,45.0
13,2015-07-31,2015-07-27,2015-08-02,Week,26.99
14,2015-07-31,2015-08-03,2015-08-09,Week,32.21
15,2015-07-31,2015-08-10,2015-08-16,Week,25.74
16,2015-07-31,2015-08-17,2015-08-23,Week,27.93
17,2015-07-31,2015-08-24,2015-08-30,Week,33.0
18,2015-07-31,2015-08-01,2015-08-02,Weekend,23.22
19,2015-07-31,2015-08-08,2015-08-09,Weekend,21.96
20,2015-07-31,2016-01-01,2017-01-01,Year,39.55
21,2015-07-31,2017-01-01,2018-01-01,Year,39.51
22,2015-07-31,2018-01-01,2019-01-01,Year,39.98
