,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-01-27,2016-01-01,2016-01-29,Month,43.91
1,2016-01-27,2016-02-01,2016-02-29,Month,41.05
2,2016-01-27,2016-03-01,2016-03-31,Month,38.08
3,2016-01-27,2016-04-01,2016-04-29,Month,36.28
4,2016-01-27,2016-04-01,2016-06-30,Quarter,32.77
5,2016-01-27,2016-07-01,2016-09-30,Quarter,31.63
6,2016-01-27,2016-10-03,2016-12-30,Quarter,41.72
7,2016-01-27,2017-01-02,2017-03-31,Quarter,42.73
8,2016-01-27,2016-01-25,2016-01-29,Week,35.02
9,2016-01-27,2016-02-01,2016-02-05,Week,32.75
10,2016-01-27,2016-02-08,2016-02-12,Week,37.75
11,2016-01-27,2016-02-15,2016-02-19,Week,43.6
12,2016-01-27,2016-02-22,2016-02-26,Week,47.75
13,2016-01-27,2017-01-02,2017-12-30,Year,37.95
14,2016-01-27,2018-01-01,2019-01-01,Year,37.64
15,2016-01-27,2019-01-01,2019-12-31,Year,38.81
