,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-03-18,2015-03-02,2015-03-31,Month,49.77
1,2015-03-18,2015-04-01,2015-04-30,Month,46.15
2,2015-03-18,2015-05-01,2015-05-29,Month,37.82
3,2015-03-18,2015-06-01,2015-06-30,Month,38.94
4,2015-03-18,2015-04-01,2015-06-30,Quarter,41.02
5,2015-03-18,2015-07-01,2015-09-30,Quarter,38.93
6,2015-03-18,2015-10-01,2015-12-31,Quarter,55.5
7,2015-03-18,2016-01-01,2016-03-31,Quarter,55.4
8,2015-03-18,2015-03-16,2015-03-20,Week,48.48
9,2015-03-18,2015-03-23,2015-03-27,Week,50.25
10,2015-03-18,2015-03-30,2015-04-03,Week,45.75
11,2015-03-18,2015-04-06,2015-04-10,Week,43.25
12,2015-03-18,2015-04-13,2015-04-17,Week,47.75
13,2015-03-18,2016-01-01,2016-12-31,Year,46.63
14,2015-03-18,2017-01-02,2017-12-30,Year,48.0
15,2015-03-18,2018-01-01,2019-01-01,Year,47.75
