,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-02-03,2017-02-03,2017-02-03,Day,47.69
1,2017-02-03,2017-02-04,2017-02-04,Day,45.45
2,2017-02-03,2017-02-05,2017-02-05,Day,42.13
3,2017-02-03,2017-02-06,2017-02-06,Day,61.13
4,2017-02-03,2017-02-01,2017-02-28,Month,69.28
5,2017-02-03,2017-03-01,2017-03-31,Month,55.5
6,2017-02-03,2017-04-01,2017-04-30,Month,42.65
7,2017-02-03,2017-05-01,2017-05-31,Month,31.83
8,2017-02-03,2017-04-01,2017-06-30,Quarter,35.54
9,2017-02-03,2017-07-01,2017-09-30,Quarter,33.6
10,2017-02-03,2017-10-01,2017-12-31,Quarter,43.71
11,2017-02-03,2018-01-01,2018-03-31,Quarter,43.63
12,2017-02-03,2018-10-01,2018-12-31,Quarter,42.08
13,2017-02-03,2017-01-30,2017-02-05,Week,55.41
14,2017-02-03,2017-02-06,2017-02-12,Week,70.0
15,2017-02-03,2017-02-13,2017-02-19,Week,81.25
16,2017-02-03,2017-02-20,2017-02-26,Week,73.0
17,2017-02-03,2017-02-27,2017-03-05,Week,61.0
18,2017-02-03,2017-02-04,2017-02-05,Weekend,43.79
19,2017-02-03,2017-02-11,2017-02-12,Weekend,63.0
20,2017-02-03,2018-01-01,2019-01-01,Year,35.96
21,2017-02-03,2019-01-01,2020-01-01,Year,35.15
22,2017-02-03,2020-01-01,2021-01-01,Year,36.28
