,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2020-06-26,2020-06-26,2020-06-27,Day,35.27
1,2020-06-26,2020-06-27,2020-06-28,Day,26.78
2,2020-06-26,2020-06-28,2020-06-29,Day,20.18
3,2020-06-26,2020-06-29,2020-06-30,Day,30.36
4,2020-06-26,2020-06-30,2020-07-01,Day,27.56
5,2020-06-26,2020-07-01,2020-07-02,Day,34.99
6,2020-06-26,2020-07-02,2020-07-03,Day,34.99
7,2020-06-26,2020-06-01,2020-07-01,Month,25.66
8,2020-06-26,2020-07-01,2020-08-01,Month,33.89
9,2020-06-26,2020-08-01,2020-09-01,Month,33.02
10,2020-06-26,2020-09-01,2020-10-01,Month,39.17
11,2020-06-26,2020-10-01,2020-11-01,Month,50.81
12,2020-06-26,2020-11-01,2020-12-01,Month,65.79
13,2020-06-26,2020-12-01,2021-01-01,Month,66.06
14,2020-06-26,2020-07-01,2020-10-01,Quarter,35.32
15,2020-06-26,2020-10-01,2021-01-01,Quarter,60.83
16,2020-06-26,2021-01-01,2021-04-01,Quarter,59.18
17,2020-06-26,2021-04-01,2021-07-01,Quarter,36.25
18,2020-06-26,2021-07-01,2021-10-01,Quarter,38.36
19,2020-06-26,2021-10-01,2022-01-01,Quarter,56.95
20,2020-06-26,2020-06-22,2020-06-29,Week,30.8
21,2020-06-26,2020-06-29,2020-07-06,Week,28.93
22,2020-06-26,2020-07-06,2020-07-13,Week,32.5
23,2020-06-26,2020-07-13,2020-07-20,Week,34.75
24,2020-06-26,2020-07-20,2020-07-27,Week,35.54
25,2020-06-26,2020-06-27,2020-06-29,Weekend,23.48
26,2020-06-26,2021-01-01,2022-01-01,Year,47.65
27,2020-06-26,2022-01-01,2023-01-01,Year,46.18
28,2020-06-26,2023-01-01,2024-01-01,Year,46.43
