,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-10-19,2016-10-19,2016-10-19,Day,76.74
1,2016-10-19,2016-10-20,2016-10-20,Day,86.41
2,2016-10-19,2016-10-21,2016-10-21,Day,100.0
3,2016-10-19,2016-10-22,2016-10-22,Day,63.0
4,2016-10-19,2016-10-03,2016-10-31,Month,75.08
5,2016-10-19,2016-11-01,2016-11-30,Month,100.83
6,2016-10-19,2016-12-01,2016-12-30,Month,110.0
7,2016-10-19,2017-01-02,2017-01-31,Month,103.99
8,2016-10-19,2017-01-02,2017-03-31,Quarter,101.67
9,2016-10-19,2017-04-03,2017-06-30,Quarter,38.45
10,2016-10-19,2017-07-03,2017-09-29,Quarter,38.17
11,2016-10-19,2017-10-02,2017-12-29,Quarter,53.87
12,2016-10-19,2016-10-17,2016-10-21,Week,81.02
13,2016-10-19,2016-10-24,2016-10-28,Week,91.25
14,2016-10-19,2016-10-31,2016-11-04,Week,95.0
15,2016-10-19,2016-11-07,2016-11-11,Week,96.25
16,2016-10-19,2016-11-14,2016-11-18,Week,99.0
17,2016-10-19,2016-10-22,2016-10-23,Weekend,0.01
18,2016-10-19,2016-10-29,2016-10-30,Weekend,0.01
19,2016-10-19,2017-01-02,2017-12-30,Year,58.04
20,2016-10-19,2018-01-01,2019-01-01,Year,49.31
21,2016-10-19,2019-01-01,2020-01-01,Year,49.06
