,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2024-09-05,2024-09-05,2024-09-06,Day,86.13
1,2024-09-05,2024-09-06,2024-09-07,Day,78.80
2,2024-09-05,2024-09-07,2024-09-08,Day,50.13
3,2024-09-05,2024-09-08,2024-09-09,Day,41.03
4,2024-09-05,2024-09-09,2024-09-10,Day,58.19
5,2024-09-05,2024-09-10,2024-09-11,Day,55.92
6,2024-09-05,2024-09-11,2024-09-12,Day,57.25
7,2024-09-05,2024-09-12,2024-09-13,Day,57.25
8,2024-09-05,2024-09-13,2024-09-14,Day,53.84
9,2024-09-05,2024-09-14,2024-09-15,Day,43.69
10,2024-09-05,2024-09-15,2024-09-16,Day,35.69
11,2024-09-05,2024-09-01,2024-10-01,Month,64.43
12,2024-09-05,2024-10-01,2024-11-01,Month,66.29
13,2024-09-05,2024-11-01,2024-12-01,Month,88.39
14,2024-09-05,2024-12-01,2025-01-01,Month,91.67
15,2024-09-05,2025-01-01,2025-02-01,Month,102.97
16,2024-09-05,2025-02-01,2025-03-01,Month,102.43
17,2024-09-05,2025-03-01,2025-04-01,Month,76.67
18,2024-09-05,2024-10-01,2025-01-01,Quarter,82.04
19,2024-09-05,2025-01-01,2025-04-01,Quarter,93.75
20,2024-09-05,2025-04-01,2025-07-01,Quarter,59.07
21,2024-09-05,2025-07-01,2025-10-01,Quarter,67.61
22,2024-09-05,2025-10-01,2026-01-01,Quarter,86.64
23,2024-09-05,2026-01-01,2026-04-01,Quarter,97.23
24,2024-09-05,2026-04-01,2026-07-01,Quarter,45.63
25,2024-09-05,2026-07-01,2026-10-01,Quarter,49.21
26,2024-09-05,2026-10-01,2027-01-01,Quarter,83.62
27,2024-09-05,2027-01-01,2027-04-01,Quarter,91.30
28,2024-09-05,2024-09-02,2024-09-09,Week,81.42
29,2024-09-05,2024-09-09,2024-09-16,Week,51.69
30,2024-09-05,2024-09-16,2024-09-23,Week,62.75
31,2024-09-05,2024-09-23,2024-09-30,Week,62.45
32,2024-09-05,2024-09-30,2024-10-07,Week,62.00
33,2024-09-05,2024-09-07,2024-09-09,Weekend,45.58
34,2024-09-05,2024-09-14,2024-09-16,Weekend,39.69
35,2024-09-05,2025-01-01,2026-01-01,Year,76.72
36,2024-09-05,2026-01-01,2027-01-01,Year,68.83
37,2024-09-05,2027-01-01,2028-01-01,Year,64.02
38,2024-09-05,2028-01-01,2029-01-01,Year,63.17
39,2024-09-05,2029-01-01,2030-01-01,Year,62.75
